Unnamed--0,app_name,number_of_reviews,review_score,answer
1561,Sky Rogue,41,0.86163522,Action
1562,DmC Devil May Cry,64,0.861584212,Action
1563,Serious Sam Classic: The Second Encounter,27,0.861538462,Shooter
1564,Heroine's Quest: The Herald of Ragnarok,212,0.861471861,Adventure
1565,IL-2 Sturmovik: 1946,3,0.861386139,Simulation
1566,The Rose and I,97,0.861386139,Adventure
1567,Who Is Mike,21,0.861271676,Mystery
1568,"Warhammer 40,000: Dawn of War II - Chaos Rising",14,0.861236802,Strategy
1569,Octodad: Dadliest Catch,99,0.86122449,Simulation
1570,Kismet,9,0.861111111,Puzzle
1571,Environmental Station Alpha,7,0.861003861,Metroidvania
1572,Sonic Generations,14265,0.860831234,Platformer
1573,You Have to Win the Game,258,0.860773481,Platformer
1574,Fallout,8,0.860701576,RPG
1575,Unmechanical,186,0.860696517,Puzzle
1576,Contraption Maker,12,0.860615883,Puzzle
1577,Altitude,16,0.860465116,Arcade
1578,Gray Matter,421,0.860465116,Puzzle
1579,A Story About My Uncle,238,0.860088961,Adventure
1580,Crusader Kings II,23,0.859938052,Strategy
1581,Putt-Putt Goes to the Moon,89,0.859649123,Adventure
1582,Freddi Fish 3: The Case of the Stolen Conch Shell,55,0.859649123,Adventure
1583,LIMBO,158,0.859340114,Puzzle
1584,Aviary Attorney,28,0.85915493,Adventure
1585,Grand Theft Auto,57,0.85915493,Action
1586,Sakura Fantasy Chapter 1,374,0.859078591,Fantasy
1586,Sakura Fantasy Chapter 1,374,0.859078591,Fantasy
1587,Rampage Knights,392,0.858992806,Action
1588,Strong Bad Episode 1: Homestar Ruiner,24,0.858823529,Adventure
1589,Little Inferno,530,0.858609983,Puzzle
1590,Crashlands,162,0.858585859,Adventure
1591,Roundabout,15,0.8585209,Driving
1592,Uplink,3,0.8583411,Simulation
1593,Farming Simulator 17,425,0.858245614,Simulation
1594,Tom Clancy's Splinter Cell: Chaos Theory,12,0.857777778,Stealth
1595,Love at First Sight,32,0.857585139,Romance
1596,American Truck Simulator,6,0.857394366,Simulation
1597,Action Legion,29,0.857142857,Action
1598,Rotastic,15,0.857142857,Puzzle
1599,The Music Machine,54,0.857142857,Music
1600,Rose of Winter,1599,0.857142857,Visual Novel
1601,Noctropolis,61,0.857142857,Adventure
1602,Big Money! Deluxe,56,0.857142857,Puzzle
1603,Hot Squat,33,0.857142857,Fitness
1604,Bird of Light,4,0.857142857,Adventure
1604,Bird of Light,4,0.857142857,Adventure
1605,Super Kaiju,367,0.857142857,Action
1606,Color Chaos,98,0.857142857,Puzzle
1607,Darklands,81,0.857142857,RPG
1608,Tex Murphy: The Pandora Directive,13,0.857142857,Adventure
1609,Quick Draw,8,0.857142857,Drawing
1610,DARTHY,106,0.857142857,Platformer
1611,Glow,4560,0.857142857,Puzzle
1612,Escape Bloody Mary,31,0.857142857,Horror
1613,Hero of the Kingdom II,15,0.857142857,Adventure
1614,Putt-Putt and Pep's Dog on a Stick,5,0.857142857,Adventure
1615,Ballistic Tanks,221,0.857142857,Action
1616,Audio Arena,3,0.857142857,Music
1617,Infinity Wings - Scout & Grunt,31,0.857142857,Action
1618,Warrior Kings: Battles,184,0.857142857,Strategy
1619,Mystery of Neuschwanstein,285,0.857142857,Mystery
1620,Crown Champion: Legends of the Arena,399,0.857142857,Fighting
1621,Red Comrades Save the Galaxy: Reloaded,16,0.857142857,Adventure
1621,Red Comrades Save the Galaxy: Reloaded,16,0.857142857,Adventure
1622,Sid Meier's Civilization IV,331,0.856929955,Strategy
1623,Five Nights at Freddy's 4,88,0.856680536,Horror
1624,Rising Storm/Red Orchestra 2 Multiplayer,61,0.856461273,Shooter
1625,Narcissu 1st & 2nd,57,0.856424982,Visual Novel
1626,100% Orange Juice,52,0.85627907,Boardgame
1627,Ghost 1.0,24,0.856164384,Action
1628,Conquest of Elysium 4,54,0.856115108,Strategy
1629,Neighbours from Hell,92,0.855769231,Comedy
1630,Black Ink,9,0.855555556,Puzzle
1631,Parallax,14,0.855421687,Puzzle
1632,Spooky's Jump Scare Mansion,13,0.855283477,Horror
1633,Costume Quest,538,0.855092276,RPG
1634,Paddle Up,11,0.855072464,Sports
1635,Grim Legends 3: The Dark City,28,0.855072464,Adventure
1636,Gal*Gun: Double Peace,65,0.854748603,Shooter
1637,Pixel Star,70,0.854545455,Adventure
1637,Pixel Star,70,0.854545455,Adventure
1638,Kittypocalypse,24,0.854545455,Strategy
1639,Death Skid Marks,25,0.85440613,Racing
1640,TowerFall Ascension,25,0.854330709,Action
1641,An Octave Higher,220,0.854166667,Fantasy
1642,Trickster VR,30,0.854166667,Simulation
1643,Boson X,63,0.85380117,Action
1644,Goetia,22,0.853658537,Puzzle
1645,Intensive Exposure,25,0.853658537,Horror
1646,Along the Edge,99,0.853658537,Visual Novel
1647,Magicka,110,0.853658537,Action
1648,Space Ace,153,0.853658537,Sci-fi
1649,Just Cause 2: Multiplayer Mod,44,0.853534436,Action
1650,Seduce Me 2: The Demon War,23,0.853333333,Romance
1651,Bloons TD5,10,0.853185596,Strategy
1652,Lost Lands: The Golden Curse,252,0.852941176,Adventure
1653,Flat Kingdom Paper's Cut Edition,658,0.852941176,Platformer
1654,Rayman Legends,1143,0.852882704,Platformer
1655,Onward,433,0.852878465,FPS
1656,PAYDAY: The Heist,161,0.852837722,Action
1657,The Legend of Heroes: Trails in the Sky,16,0.852835973,RPG
1658,Feeding Frenzy 2: Shipwreck Showdown Deluxe,87,0.852459016,Arcade
1659,"Warhammer 40,000: Space Marine - Anniversary Edition",315,0.852390271,Action
1660,NEKOPARA Vol. 0,407,0.852337265,Visual Novel
1661,Pink Hour,63,0.852040816,Platformer
1662,Kim,134,0.851851852,Simulation
1663,Rogue Port - Red Nightmare,178,0.851851852,Action
1664,Cubicolor,366,0.851851852,Puzzle
1665,God of Word,101,0.851851852,Puzzle
1666,Armed Against the Undead,2252,0.851851852,Action
1667,Optika,11130,0.851851852,Puzzle
1668,The Cat and the Coup,254,0.851851852,Puzzle
1669,Nitroplus Blasterz: Heroines Infinite Duel,563,0.851851852,Fighting
1670,TowerClimb,38,0.851851852,Platformer
1671,Choice of the Pirate,13,0.851851852,Adventure
1672,Serious Sam HD: The First Encounter,166,0.851653262,Shooter
1673,Shadowrun: Dragonfall - Director's Cut,188,0.851536643,RPG
1674,FINAL FANTASY IX,12,0.851528384,RPG
1675,NO THING,48,0.851239669,Retro
1675,NO THING,48,0.851239669,Retro
1676,Out There Somewhere,549,0.851182796,Platformer
1677,Left 4 Dead 2,97,0.851039623,Shooter
1678,Thief Gold,152,0.851015801,Stealth
1679,Melody's Escape,4,0.850887574,Rhythm
1680,Khet 2.0,51,0.850746269,Strategy
1681,FINAL FANTASY VII,140,0.850383206,RPG
1682,Call of Duty,15,0.850287908,Shooter
1683,Ballad of Solar,81,0.85,Adventure
1684,Idol Magical Girl Chiru Chiru Michiru Part 1,14,0.85,Visual Novel
1685,Battle Academy 2: Eastern Front,212,0.85,Strategy
1686,Karma. Incarnation 1,139,0.85,Adventure
1687,Zombie Exodus,22,0.85,Survival
1688,Guacamelee! Super Turbo Championship Edition,4,0.84962406,Action
1689,Fortix,384,0.849514563,Arcade
1690,Tales from Space: Mutant Blobs Attack,5,0.849462366,Puzzle
1690,Tales from Space: Mutant Blobs Attack,5,0.849462366,Puzzle
1691,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,124,0.849462366,Fighting
1692,Marlow Briggs,665,0.849438202,Action
1693,Stronghold HD,2244,0.849350649,Strategy
1694,Fistful of Frags,18,0.849251118,Shooter
1695,Westerado: Double Barreled,132,0.849129594,Western
1696,Caesar 3,144,0.849056604,Simulation
1697,CyberThreat,36,0.849056604,Action
1698,Layers of Fear,16,0.848848524,Horror
1698,Layers of Fear,16,0.848848524,Horror
1699,FINAL FANTASY X/X-2 HD Remaster,968,0.848837209,RPG
1700,Age of Empires II (2013),617,0.848660923,Strategy
1701,Fairy Fencer F,32,0.848484848,RPG
1702,OZMAFIA!!,723,0.848275862,Visual Novel
1703,80 Days,474,0.848039216,Adventure
1704,Sword of the Stars Complete Collection,2794,0.847908745,Strategy
1705,Waking Mars,17,0.847619048,Adventure
1706,Nightmares from the Deep: The Cursed Heart,408,0.847507331,Adventure
1706,Nightmares from the Deep: The Cursed Heart,408,0.847507331,Adventure
1707,The Sad Story of Emmeline Burns,14,0.847222222,Drama
1708,Reverse Crawl,18,0.846938776,RPG
1709,Dominions 4,47,0.84690158,Strategy
1710,Oh...Sir! Prototype,58,0.846833579,Simulation
1711,SimplePlanes,24,0.84642387,Simulation
1712,Millennium 3 - Cry Wolf,42,0.846153846,RPG
1713,Gravity Lab,19,0.846153846,Puzzle
1714,ShapeRockets,29,0.846153846,Puzzle
1715,Fractured Soul,288,0.846153846,Platformer
1716,Carnivore Land,194,0.846153846,Action
1717,Solitairica,120,0.846153846,Card
1718,Kohan: Ahriman's Gift,62,0.846153846,Strategy
1719,Tales Across Time,1104,0.846153846,RPG
1720,ShotForge,35,0.846153846,Shooter
1720,ShotForge,35,0.846153846,Shooter
1721,Driftmoon,10,0.846153846,RPG
1722,Black Hole Hazard,6,0.846153846,Puzzle
1723,Timore 5,568,0.846153846,Horror
1724,The Puppet Master,114,0.846153846,Thriller
1725,Heroes of Legionwood,33,0.846153846,RPG
1726,[the Sequence],38,0.846153846,Puzzle
1727,9th Dawn II,71,0.846153846,RPG
1728,Avernum 6,212,0.846153846,RPG
1729,The Tiny Tale 2,28,0.846153846,Adventure
1730,Dragonpath,285,0.846153846,Action
1731,Color Guardians,485,0.846153846,Action
1731,Color Guardians,485,0.846153846,Action
1732,Gigachess,33,0.846153846,Strategy
1733,Moonshot GalaxyÂƒ?Â›,8,0.846153846,Puzzle
1734,Without Within 2,14,0.846153846,Adventure
1735,Anode,106,0.846153846,Puzzle
1736,Soup,83,0.846153846,Puzzle
1737,Shadow Warrior (Classic),33,0.846153846,Action
1738,This World Unknown,250,0.846153846,Adventure
1739,HeXen: Beyond Heretic,49,0.846153846,Action
1740,Project G,1463,0.846153846,Action
1741,Sonicomi,277,0.846153846,Simulation
1742,UNLOVED,18,0.846153846,Horror
1743,Trip to Vinelands,29,0.846153846,Adventure
1744,Overlord: Raising Hell,87,0.846153846,Action
1745,Cockroach VR,12353,0.846153846,Simulation
1746,Geneforge 4,7519,0.846153846,RPG
1747,Wake Up,2122,0.846153846,Puzzle
1748,ADOM (Ancient Domains Of Mystery),17571,0.845679012,RPG
1748,ADOM (Ancient Domains Of Mystery),17571,0.845679012,RPG
1749,Sonic CD,38,0.845659164,Platformer
1750,PULSAR: Lost Colony,14,0.845581395,Sci-fi
1751,Hand of Fate,48,0.845496894,Action
1752,Out of Ammo,6,0.845433255,FPS
1753,Critical Annihilation,458,0.845070423,Action
1754,DOOM II: Hell on Earth,1,0.845070423,Shooter
1755,Geometry Wars: Retro Evolved,6,0.845,Arcade
1756,Iron Fisticle,23,0.84496124,Arcade
1757,Knights of Honor,2226,0.844827586,Strategy
1758,Human Resource Machine,2,0.844471446,Puzzle
1758,Human Resource Machine,2,0.844471446,Puzzle
1759,Shelter 2,12,0.844444444,Adventure
1760,GRANDIA II HD Remaster,20,0.844020797,RPG
1761,Arma 2: Operation Arrowhead,22,0.844005907,Shooter
1762,The Thrill of the Fight,37,0.843971631,Sports
1763,Rot Gut,277,0.84375,Action
1764,SquareCells,5,0.843478261,Puzzle
1765,Ghostbusters: The Video Game,674,0.843478261,Action
1766,Grow Home,86,0.843152866,Adventure
1767,Near Death,27,0.843137255,Survival
1768,Her Majesty's SPIFFING,693,0.843137255,Adventure
1769,Critter Crunch,3,0.843137255,Puzzle
1770,The Reject Demon: Toko Chapter 0 - Prelude,1674,0.843137255,Visual Novel
1771,Fable - The Lost Chapters,22,0.843137255,RPG
1772,Cho Dengeki Stryker,29,0.843137255,Visual novel
1773,Unseen Diplomacy,375,0.843137255,Stealth
1774,The Book of Unwritten Tales 2,5,0.84279476,Adventure
1775,World of Goo,38,0.842710997,Puzzle
1776,Company of Heroes: Opposing Fronts,10,0.842519685,Strategy
1777,Grapple,4,0.842424242,Platformer
1777,Grapple,4,0.842424242,Platformer
1778,EDGE,35,0.842391304,Puzzle
1779,Dragon Age: Origins,100,0.842381786,RPG
1780,The Secret Order 3: Ancient Times,18,0.842105263,Adventure
1781,CounterAttack,12,0.842105263,Shooter
1782,Devil May Cry 4,11,0.841886269,Action
1783,Intake,4,0.841860465,Puzzle
1784,Duskers,11,0.841698842,Survival
1785,Sigils of Elohim,155,0.841642229,Puzzle
1786,Alien: Isolation,4,0.841560745,Horror
1787,Dandelion - Wishes brought to you -,12,0.841463415,Visual Novel
1788,Hyperdimension Neptunia U: Action Unleashed,415,0.841317365,Action
1789,Fatty Bear's Birthday Surprise,51,0.841269841,Educational
1789,Fatty Bear's Birthday Surprise,51,0.841269841,Educational
1790,Hover,508,0.841269841,Racing
1791,Subnautica,59,0.841167127,Adventure
1792,Victor Vran,8,0.841137124,Action
1793,Pink Heaven,1326,0.841004184,Simulation
1794,Darkwood,15,0.840873635,Horror
1795,Parkitect,29,0.840840841,Simulation
1796,NoLimits 2 Roller Coaster Simulation,67,0.84079602,Simulation
1797,Sherlock Holmes: Crimes and Punishments,8,0.840707965,Mystery
1798,Stacking,48,0.84045584,Puzzle
1799,Singularity,52,0.84045584,Sci-fi
1800,Insurgency,84,0.840361786,Shooter
1801,The Path of Greatest Resistance,33,0.84,Action
1802,Blacksea Odyssey,881,0.84,Action
1803,Space Pilgrim Episode III: Delta Pavonis,13,0.84,Adventure
1804,Pixel Puzzles 2: Space,560,0.84,Puzzle
1805,Quell 4D,549,0.84,Puzzle
1806,FreeHolder,142,0.84,Simulation
1807,Combat Core,200,0.84,Fighting
1808,Back to the Future: Ep 5 - OUTATIME,153,0.84,Adventure
1809,Zombo Buster Rising,194,0.84,Action
1810,Carpe Lucem - Seize The Light,4,0.84,Puzzle
1811,FIVE: Champions of Canaan,50,0.84,Action
1812,Z3TA+ 2,61,0.84,Electronic
1813,UBERMOSH,159,0.839857651,Action
1814,PRICE,753,0.83933518,Simulation
1815,Cosmochoria,10,0.838596491,Indie
1816,Heroes Rise: HeroFall,17,0.838383838,Superhero
1817,The Coma,23,0.837837838,Horror
1818,Dark Fear,191,0.837837838,Horror
1819,NeonXSZ,41,0.837837838,Sci-fi
1820,Endless Sky,14,0.837445573,Space
1821,Faerie Solitaire,28,0.83743475,Card
1822,The Quest,496,0.837037037,RPG
1823,The Deadly Tower of Monsters,170,0.836734694,Action
1824,ESCHATOS,6,0.836734694,Shooter
1825,Ultimate General: Civil War,14,0.836400818,Strategy
1826,12 Labours of Hercules,70,0.83639399,Puzzle
1827,Stash,13237,0.836065574,MMORPG
1828,Catlateral Damage,673,0.8359375,Simulation
1829,Valkyria ChroniclesÂƒ?Â›,11,0.835935956,Strategy
1830,FATE,1167,0.835897436,RPG
1831,Call of Duty 2,250,0.835883171,Shooter
1832,Dungeonmans,76,0.835526316,RPG
1832,Dungeonmans,76,0.835526316,RPG
1833,Rise of Nations: Extended Edition,8143,0.835514019,Strategy
1834,BUTCHER,5243,0.835294118,Action
1835,If My Heart Had Wings,69,0.835087719,Visual Novel
1836,Borderlands 2,505,0.835069933,Shooter
1837,Masquerada: Songs and Shadows,51,0.835051546,RPG
1838,The Forest,28,0.834522301,Survival
1839,Harvester,9,0.834355828,Horror
1840,Gunmetal Arcadia Zero,6,0.833333333,Action
1841,Emergence Fractal Universe Ã¡ÂµÂ ,65,0.833333333,Sci-fi
1842,Isbarah,11,0.833333333,Action
1843,Genital Jousting,289,0.833333333,Simulation
1844,Space Impossible,90,0.833333333,Sci-fi
1845,Titans of Space PLUS,1821,0.833333333,Simulation
1846,LASTFIGHT,25,0.833333333,Fighting
1847,Japanese School Life,7,0.833333333,Visual Novel
1848,Elements II: Hearts of Light,93,0.833333333,Puzzle
1849,Dandy: Or a Brief Glimpse into the Life of the Candy Alchemist,95,0.833333333,Fantasy
1850,Dungeons & Darkness,10,0.833333333,RPG
1851,BARRIER X,106,0.833333333,Arcade
1851,BARRIER X,106,0.833333333,Arcade
1852,Elastrix,35,0.833333333,Puzzle
1853,New York Mysteries: Secrets of the Mafia,274,0.833333333,Mystery
1854,Box Maze,125,0.833333333,Puzzle
1855,Trainz Trouble,25,0.833333333,Puzzle
1856,Apocalypse: Party's Over,149,0.833333333,Action
1857,Ladra,1592,0.833333333,Stealth
1858,Skedaddle,125,0.833333333,Racing
1859,Planet Diver,54,0.833333333,Action
1860,Tom vs. The Armies of Hell,8,0.833333333,Action
1860,Tom vs. The Armies of Hell,8,0.833333333,Action
1861,Breakneck,17,0.833333333,Racing
1862,SMILE GAME BUILDER,111,0.833333333,RPG
1863,Pike and Shot: Campaigns,10,0.833333333,Strategy
1864,Interstellar Logistics Inc,16,0.833333333,Simulation
1865,Respawn Man,33,0.833333333,Action
1866,Zombie Night Terror,225,0.833333333,Horror
1867,Concrete and Steel,45,0.833333333,Action
1868,DP Animation Maker,29,0.833333333,Animation
1869,Holo Impact : Prologue,44,0.833333333,Action
1870,Zeit?Ã½,511,0.833333333,Puzzle
1871,Bad Sector HDD,144,0.833333333,Action
1872,GUILTY GEAR XX ACCENT CORE PLUS R,6,0.833333333,Fighting
1873,ThreadSpace: Hyperbol,29,0.833333333,Sci-fi
1874,Spellbound,38,0.833333333,Fantasy
1875,Middle-earthÂƒ?Â›: Shadow of MordorÂƒ?Â›,94,0.833306688,Action
1876,Zombie Party,27,0.832869081,Horror
1877,Artemis Spaceship Bridge Simulator,109,0.832727273,Simulation
1877,Artemis Spaceship Bridge Simulator,109,0.832727273,Simulation
1878,Geometry Wars 3: Dimensions Evolved,4,0.83252818,Arcade
1879,STARWHAL,39,0.832335329,Action
1880,Titan Quest Anniversary Edition,12,0.832292596,Action
1881,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,59,0.832223702,Rhythm
1882,A Kiss For The Petals - Remembering How We Met,21,0.832,Romance
1883,Port of Call,38,0.831903945,Adventure
1884,Lara Croft and the Guardian of Light,2,0.831775701,Action
1885,Sublevel Zero Redux,19,0.831649832,Shooter
1886,The Confines Of The Crown,9,0.831578947,Adventure
1887,Defy Gravity,29,0.831578947,Puzzle
1888,Kingdom: New Lands,53,0.831134565,Strategy
1889,Ultratron,81,0.83081571,Shooter
1890,Memoria,20,0.830588235,Adventure
1891,12 Labours of Hercules IV: Mother Nature,13,0.830508475,Puzzle
1892,Tiny Barbarian DX,33,0.830508475,Action
1893,DOOM,9,0.830480611,Shooter
1893,DOOM,9,0.830480611,Shooter
1894,Suits: A Business RPG,31,0.83033419,RPG
1895,Junk Jack,26,0.830188679,Adventure
1896,Call of Duty 4: Modern Warfare,14,0.829928216,Shooter
1897,The Plan,10,0.829851716,Simulation
1898,EmergeNYC,17,0.829787234,Simulation
1899,Raiden IV: OverKill,140,0.829787234,Shooter
1900,Concrete Jungle,641,0.829787234,Puzzle
1901,Bigscreen Beta,8,0.829508197,Virtual Reality
1902,Eversion ,5,0.829232996,Platformer
1903,Monaco,140,0.829208594,Stealth
1904,Conflict Desert Storm,361,0.828947368,Action
1905,Scribblenauts Unlimited,74,0.828932262,Puzzle
1906,LEGO?? Star WarsÂƒ?Â›: The Complete Saga,6727,0.828786453,Action
1907,BrÃƒÂ¼tal Legend,16824,0.828776581,Action
1908,Chroma Squad,29598,0.828724353,RPG
1909,LogicBots,14,0.828571429,Puzzle
1910,Aim Hero,4653,0.828571429,Shooter
1911,Massive,1765,0.828571429,RPG
1912,Resident Evil 5,760,0.828460039,Horror
1913,Thea: The Awakening,9,0.828413284,Strategy
1914,Gemini Rue,1286,0.828337875,Adventure
1915,Megabyte Punch,11,0.828220859,Fighting
1916,Audioshield,484,0.828209765,Music
1917,The Silent Age,35,0.827956989,Adventure
1918,Lemma,18,0.82781457,Puzzle
1919,Five Nights at Freddy's 2,18,0.827620303,Horror
1920,Drox Operative,44,0.827586207,Action
1921,LUFTRAUSERS,348,0.827358491,Shooter
1922,Stray Cat Crossing,14,0.827338129,Horror
1923,LEGOÃ‚Â® MARVEL Super Heroes,4,0.827191081,Action
1924,Dashy Square,3800,0.827160494,Rhythm
1925,It's Spring Again,2,0.826771654,Educational
1926,STAR WARSÂƒ?Â› Jedi Knight II: Jedi OutcastÂƒ?Â›,14,0.826578699,Action
1927,Salt and Sanctuary,20682,0.826458037,Action
1928,Serious Sam Classics: Revolution,1104,0.826271186,Shooter
1929,Overlord,1898,0.826254826,Action
1930,Mighty Switch Force! Hose It Down!,994,0.826086957,Puzzle
1931,Prison Run and Gun,12,0.826086957,Action
1931,Prison Run and Gun,12,0.826086957,Action
1932,Trap Them,6433,0.826086957,Puzzle
1933,GUN,1976,0.826086957,Shooter
1934,moto RKD dash,375,0.826086957,Racing
1935,Diamond Dan,132,0.826086957,Platformer
1936,Brighter Day,126,0.826086957,Puzzle
1937,Comicado,10,0.826086957,Adventure
1938,Craft Keep VR,15,0.826086957,Simulation
1939,Mars Odyssey,18,0.826086957,Sci-fi
1940,Mekazoo,1,0.826086957,Platformer
1940,Mekazoo,1,0.826086957,Platformer
1941,To Be or Not To Be,17,0.826086957,Drama
1942,The Cursed Forest,13,0.826086957,Horror
1943,Barbara-ian,9,0.826086957,Action
1944,Dungeon League,1819,0.826086957,RPG
1945,AIPD - Artificial Intelligence Police Department,70,0.826086957,Shooter
1946,SteamWorld Dig,7,0.825652415,Platformer
1947,Spelunky,249,0.825596529,Platformer
1948,Deus Ex: Human Revolution - Director's Cut,25,0.825596213,Action
1949,Particle Fleet: Emergence,7,0.825454545,Strategy
1950,Child of Light,11,0.825257732,RPG
1951,BallisticNG,9,0.825192802,Racing
1952,Total War: NAPOLEON - Definitive Edition,8,0.825164594,Strategy
1953,King's Bounty: Armored Princess,125,0.825,RPG
1954,Shaolin vs Wutang,1658,0.825,Fighting
1955,Loom,37,0.824742268,Adventure
1956,Blitzkrieg Anthology,13,0.824561404,Strategy
1957,Momodora III,79,0.824561404,Action
1958,Moonshot,328,0.824561404,Sci-fi
1959,Hollywood Visionary,24,0.824561404,Simulation
1960,Tropico 4,940,0.824437136,Simulation
1961,Project Nimbus: Complete Edition,1537,0.824289406,Action
1962,Super 3-D Noah's Ark,16,0.824104235,Action
1962,Super 3-D Noah's Ark,16,0.824104235,Action
1963,Silent Storm,294,0.824074074,Strategy
1964,Cossacks: Back to War,107,0.824,Strategy
1964,Cossacks: Back to War,107,0.824,Strategy
1965,Predynastic Egypt,9,0.824,Simulation
1966,"Warhammer 40,000: Dawn of War II - Retribution",88,0.823760257,Strategy
1967,Pushcat,10,0.823529412,Puzzle
1968,Zombie Exodus: Safe Haven,10,0.823529412,Survival
1969,Spikit,112,0.823529412,Action
1970,Drive to Hell,25,0.823529412,Action
1971,STAR WARSÃ¢â€žÂ¢: Dark Forces,199,0.823461092,Action
1972,Unbox,49,0.823129252,Platformer
1973,Mount & Blade,62,0.823070252,RPG
1974,MechaNika,21,0.82300885,Adventure
1975,Sound of Drop - fall into poison -,103,0.82300885,Horror
1976,Bloo Kid 2,37,0.82278481,Platformer
1977,Oblivious Garden ~Carmina Burana,24,0.82278481,Fantasy
1978,Card City Nights,53,0.82278481,Card
1979,Doom & Destiny Advanced,26,0.82278481,RPG
1980,Grow Up,144,0.822727273,Adventure
1981,Rise of the Tomb Raider,1660,0.822539824,Action
1982,"Football, Tactics & Glory",3,0.822485207,Sports
1983,Deadpool,1,0.82247765,Action
1983,Deadpool,1,0.82247765,Action
1984,GOD EATER 2 Rage Burst,11,0.822393822,Action
1985,TRI: Of Friendship and Madness,9,0.822222222,Adventure
1986,Zero Gear,2,0.822222222,Racing
1987,Highrise Heroes: Word Challenge,1,0.822222222,Puzzle
1988,My Summer Car,31,0.822147651,Simulation
1989,Chip's Challenge 1,56,0.821989529,Puzzle
1990,Gas Guzzlers Extreme,105,0.821852732,Racing
1991,Day of Defeat: Source,155,0.821840781,Shooter
1992,Might & Magic: Clash of Heroes,76,0.821782178,RPG
1993,Eon Altar,21,0.821656051,RPG
1994,6180 the moon,19,0.821561338,Puzzle
1995,Sanctum,236,0.821452365,Tower Defense
1996,Slave Zero,155,0.821428571,Action
1997,Ice Lakes,16,0.821428571,Sports
1998,X-COM: Apocalypse,53,0.821276596,Strategy
1999,PixelJunkÃ¢â€žÂ¢ Shooter,172,0.821011673,Action
2000,Aliens versus Predator Classic 2000,154,0.820936639,Action
2001,Total War: SHOGUN 2,6750,0.820842572,Strategy
2002,Cosmic Trip,70,0.820754717,Sci-fi
2003,The Escapists,100,0.820683662,Simulation
2004,You Have 10 Seconds,28,0.820662768,Action
2005,DiRT Rally,101,0.820346699,Racing
2006,Pixel Dungeon,482,0.820224719,Roguelike
2007,Children of a Dead Earth,3393,0.81981982,Simulation
2008,Action Henk,1029,0.819548872,Platformer
2009,Abyss: The Wraiths of Eden,564,0.819494585,Adventure
2010,Day of Defeat,70,0.819417476,Shooter
2011,Dark Echo,230,0.819095477,Horror
2012,Car Mechanic Simulator 2015,641,0.819078947,Simulation
2013,Nyan Cat: Lost In Space,353,0.818965517,Arcade
2014,Cats are Liquid - A Light in the Shadows,11,0.818897638,Platformer
2015,Indie Game: The Movie,3,0.818799547,Documentary
2016,Fist Slash: Of Ultimate Fury,81,0.818181818,Action
2017,Final Hours of Tomb Raider,15,0.818181818,Action
2018,Dig 4 Destruction,46,0.818181818,Action
2019,Red Rope: Don't Fall Behind,37,0.818181818,Puzzle
2020,"Slow Down, Bull",48,0.818181818,Puzzle
2021,Dreaming Sarah,83,0.818181818,Adventure
2022,Fresh Body,8,0.818181818,Horror
2023,Mansions of Madness,25,0.818181818,Horror
2024,Meow-Jong Solitaire,396,0.818181818,Puzzle
2025,Flem,45,0.818181818,Puzzle
2026,Steel Rain,16,0.818181818,Shooter
2027,DashBored,7,0.818181818,Puzzle
2028,Venusian Vengeance,4,0.818181818,Sci-fi
2029,Hyphen,1030,0.818181818,Puzzle
2029,Hyphen,1030,0.818181818,Puzzle
2030,ASA: A Space Adventure - Remastered Edition,3379,0.818181818,Adventure
2031,Star Sky 2,1604,0.818181818,Adventure
2032,Higurashi When They Cry Hou - Ch.4 Himatsubushi,731,0.818181818,Mystery
2033,Pizza Frenzy,9,0.818181818,Simulation
2034,Hoven the Sages Spinel,88850,0.818181818,RPG
2035,House of Hell,14,0.818181818,Horror
2036,Gyrodisc Super League,779,0.818181818,Sports
2037,Ephemerid: A Musical Adventure,53,0.818181818,Adventure
2038,Hearthlands,385,0.818181818,Simulation
2038,Hearthlands,385,0.818181818,Simulation
2039,Tiny Knight,2639,0.818181818,Adventure
2040,"Bolt Riley, A Reggae Adventure - Chapter 1",41,0.818181818,Adventure
2041,Pills4Skills,1103,0.818181818,Platformer
2042,The Indie Mixtape,246,0.818181818,Indie
2043,Sym,66,0.818181818,Puzzle
2044,Crazy Pixel Streaker,256,0.818181818,Action
2045,Monstro: Battle Tactics,64,0.818181818,Strategy
2045,Monstro: Battle Tactics,64,0.818181818,Strategy
2046,MODO indie 901,109,0.818181818,Simulation
2047,Enigmatis 3: The Shadow of Karkhala,576,0.818181818,Mystery
2048,Samsa and the Knights of Light,33,0.818181818,Adventure
2049,Leo's Fortune,140,0.818181818,Platformer
2050,In Celebration of Violence,195,0.818181818,Action
2051,Nancy Drew: Legend of the Crystal Skull ,56,0.818181818,Mystery
2051,Nancy Drew: Legend of the Crystal Skull ,56,0.818181818,Mystery
2052,The Cat Machine,1022,0.818181818,Puzzle
2053,Robbery Bob: Man of Steal,661,0.818181818,Stealth
2054,Lost Bros,1269,0.818181818,Adventure
2055,A Chair in a Room: Greenwater,645,0.817589577,Horror
2056,Dungeon Defenders,3463,0.817521705,Action
2057,MURI,153,0.817490494,Platformer
